,job_title,company,location,salary
21731,IT Senior Business/Application Analyst,Commerce City,Denver,86418.5
21801,Data & Reporting Analyst,Astravo,Denver,67500.0
21802,RMPDS Data Management Analyst II,Rocky Mountain Poison & Drug Safety,Denver,70000.0
21871,Business Analyst/Scrum Master,Precision Technologies Corp,Denver,60000.0
21874,Sales Operations Analyst,Agility Recovery,Denver,50000.0
21877,Business Intelligence Analyst,National Entertainment Network,Denver,73000.0
21885,HIE Business Analyst,CORHIO,Denver,87500.0
21887,"Business Analyst, IT",,Denver,70000.0
21911,Business Intelligence Consultant (Denver),,Denver,120000.0
21922,"Physical Scientist, GS-1301-09/11/12 (DE/CR)",US Department of Commerce,Denver,83682.0
21933,Analyst - Assessment & Research G05-G07,Jeffco Public Schools,Denver,83050.0
22024,Lab Data Systems Administrator - 0029,State of Colorado Job Opportunities,Denver,53976.0
22038,Source Strategies Analyst,US Department of Defense,Denver,117514.0
22043,"Hydrologist, GS-1315-09 (TERM-MTL)",US Department of the Interior,Denver,65150.5
22055,Source Strategies Analyst,National Geospatial-Intelligence Agency,Denver,117514.0
22126,Sr Building Engineer (Electrician) - Data Center,CBRE,Denver,75000.0
22341,Software Engineer,,Denver,108000.0
22391,Senior Electrical Engineer - Spacecraft Command & Data Handl...,,Denver,134000.0
22523,Business Intelligence Data Specialist (ITDM-Journey) DOH4764,State of Washington Dept. of Health,Washington,87036.0
22622,Mathematical Statistician - Direct Hire,US Department of Transportation,Washington,120546.0
22943,Senior Data Scientist,Indeed,Washington,213500.0
23353,Software Data Operation Engineer,MAQ Software,Washington,77500.0
23536,Senior Data Engineer,Liberty Mutual Insurance,Washington,119300.5
23821,Fiscal Information and Data Analyst (FIDA/FS-Budget),State of Washington Health Care Authority,Washington,79572.0
23824,Data Analyst,Pierce Transit,Washington,78521.5
23831,Technical Data Analyst,Change Research,Washington,75000.0
23834,Data Analyst,Village of Wellington,Washington,78521.5
23838,Investigative Analyst,US Department of Justice,Washington,73609.5
23839,Student Systems & Support | Data Analyst,Seattle Public Schools,Washington,69139.0
23854,Systems Data Analyst,,Washington,85000.0
23865,GIS Analyst & Data Specialist (Data Management Journey),State of Washington Dept. of Ecology,Washington,87036.0
23890,CLINICAL DATA ANALYST MANAGER,Seattle Indian Health Board (SIHB),Washington,90000.0
23915,Project Administrator (WMS 1/DBHR),State of Washington Health Care Authority,Washington,69762.0
23951,SPPR Program Modeling and Analysis Scientist (Natural Resour...,,Washington,68694.0
23985,Senior IT Business Analyst,City of Bellevue,Washington,92025.5
23992,IT Business Analyst Level 1,Hopelink,Washington,51500.0
23999,Management & Program Analyst - UNICOR,US Department of Justice,Washington,88231.0
24048,SUPV PROGRAM ANALYST,US Department of the Air Force,Washington,123976.5
24060,Retirement Accounting Analyst Senior,Snohomish County,Washington,86729.5
24219,Budget Analyst,City of Bremerton,Washington,87902.0
24264,Community Corrections Caseworker (SDA or TLT),King County,Washington,84146.0
24284,Casino Property Analyst,Spokane Tribe Casino,Washington,60000.0
24457,Geographer/Cartographer GS-1370-14 (PR-PERM),US Department of the Interior,Washington,123976.5
24460,Geographer/Cartographer GS-1370-14 (PR-DE),US Department of the Interior,Washington,123976.5
24480,State Lands Silviculture Scientist,State of Washington Dept. of Natural Resources,Washington,69690.0
24561,CIVIL ENGINEER,US Department of the Army,Washington,81875.0
24776,Operations Research Specialist (ORS/CQCT),State of Washington Health Care Authority,Washington,83724.0
25229,Social Data Media engineer,,Washington,100000.0
25300,Business Intelligence Analyst,,Washington,71500.0
25413,Technical Writer,,Washington,90000.0
25434,Ruby on Rails Developer,,Washington,120000.0
25440,Business Intelligence Analyst,Indeed,Washington,157000.0
25481,Sales & Marketing Operations Manager,,Washington,65000.0
25619,"Data Scientist, Office of Data Science",Liberty Mutual Insurance,Boston,113750.0
25626,Data Scientist,,Boston,102500.0
25695,Senior Crime Data Analyst,Suffolk DA Office,Boston,67500.0
25699,"Analyst I/II, Data Science",Liberty Mutual Insurance,Boston,113750.0
25718,Data Analyst,Operational Services Division,Boston,70991.5
25744,Lead Data Scientist,,Boston,135000.0
25745,"Assistant Director/Director I, Data Science",Liberty Mutual Insurance,Boston,145300.0
25764,"Director I, Data Science-Marketing Analytics",Liberty Mutual Insurance,Boston,145200.0
26007,Data Engineer with Machine Learning and AI,Workbridge,Boston,135000.0
26070,Data Scientist (Full-Time),,Boston,112500.0
26079,Data Scientist,,Boston,67500.0
26095,Data Engineer,,Boston,117500.0
26130,Machine Learning Researcher,,Boston,135000.0
26316,Global Data Engineer,Anheuser-Busch,Boston,111150.0
26344,Software Developer and Data Engineer I,Boston Public Health Commission,Boston,65000.0
26360,Senior Data Engineer,Liberty Mutual Insurance,Boston,112500.0
26408,Data Engineer,Jobspring,Boston,140000.0
26425,Data Engineer for Cutting-Edge AI Lab,Workbridge,Boston,150000.0
26428,Senior Data Engineer for Leading Biomed Company that Receive...,Workbridge,Boston,150000.0
26429,Senior Data Engineer – Data Optimization and Travel Analytic...,Workbridge,Boston,132500.0
26435,Backend Data Engineer,,Boston,145000.0
26454,Cloud Data Engineer------------10+Yrs----------MA,,Boston,95000.0
26483,Data Analyst,,Boston,55000.0
26518,Data Analyst,Exec Office of Technology Services and Security,Boston,64342.5
26579,Data Analyst and IT Systems Specialist,Board of Library Commissioners,Boston,70991.5
26648,Health Services Executive Assistant,Planned Parenthood League of Massachusetts,Boston,48500.0
26688,Senior Business Analyst,Liberty Mutual Insurance,Boston,106100.0
26728,EDM Business Analyst,E.O. Health & Human Services,Boston,100719.0
26766,Lead Business Analyst - Fixed Income,,Boston,150000.0
26838,"Manager II, Business Analysis",Liberty Mutual Insurance,Boston,137000.0
26862,"Director I, Data Science, GRS Predictive Analytics Team",Liberty Mutual Insurance,Boston,152750.0
26915,UI Developer (JavaScript - Mandarin Speaking - Will Train),,Boston,67500.0
26949,Director of Enterprise Applications & Business Intelligence,Boston Public Health Commission,Boston,115000.0
26964,Edp Systems Analyst III,DOR Child Support,Boston,78081.5
26983,Senior Business Analyst,E.O. Health & Human Services,Boston,100719.0
27291,Full Time or Part Time Board Certified Behavior Analyst (BCB...,,Boston,72500.0
27312,Board Certified Behavior Analyst (BCBA) / Clinical Superviso...,,Boston,76000.0
27388,Policy and Research Analyst,Office of the Child Advocate,Boston,65000.0
27393,Astrophysicist,US Other Agencies and Independent Organizations,Boston,62371.0
27411,Mechatronics Engineer,Source Technology,Boston,115000.0
27448,"Interdisciplinary (Biologist, Ecologist, Civil Eng, Env Eng,...",US Department of the Army,Boston,65767.0
27449,Regional Planner V,Department of Environmental Protection,Boston,93309.0
27459,Environmental Analyst IV,DCR - Urban Parks & Recreation,Boston,86434.0
27485,Director of Natural Resources,DCR - Urban Parks & Recreation,Boston,93309.0
27499,Assistant Dam Safety Permit Engineer,DCR - Engineering and Planning,Boston,86434.0
27521,Environmental Analyst III,Department of Environmental Protection,Boston,79207.5
27672,Data Center Facilities Engineer,Exec Office of Technology Services and Security,Boston,78081.5
28138,Software Engineer - Big Data at Startup in Downtown Boston,Workbridge,Boston,112500.0
28229,Principal UI Engineer (Data Visualization),Pegasystems,Boston,145000.0
28240,Sr. Software Engineer (Data Engineering),Teikametrics,Boston,140000.0
28459,Business Analyst,Border International,El Paso,45000.0
29023,"Data Governance Data Analyst (System Application Analyst, Sr...",Oregon Health & Science University,Portland,90158.5
29026,Research Associate (Research Statistician),Oregon Health & Science University,Portland,41812.0
29071,Data Analyst,,Portland,57500.0
29072,"Data Engineer, Advanced Analytics",BICP,Portland,125000.0
29080,"Lead Data Engineer, Enterprise Modernization",BICP,Portland,145000.0
29095,PBM Business Data Analyst 3,Oregon Health & Science University,Portland,82623.5
29107,Business Data Analyst,,Portland,100000.0
29109,Health Services Research Analyst,VA Portland Health Care System,Portland,67082.0
29132,Business Intelligence Analyst/ETL Developer (Application Eng...,Oregon Health & Science University,Portland,90158.5
29146,SAP GTS (Global Trade Services) Business Analyst,,Portland,127500.0
29167,Entry Level Business Intelligence Analyst (STEM),,Portland,65000.0
29192,"Hydrologist, GS-1315-11/12 (DEU-MTL)",US Department of the Interior,Portland,87375.5
29196,Research Assistant 2,Oregon Health & Science University,Portland,40284.0
29202,CD2H Evaluator (Research Associate),Oregon Health & Science University,Portland,53000.0
29247,Research Analytics and Big Data Manager,Oregon Health & Science University,Portland,118343.0
29336,"BI Engineer, Azure Data Lake",BICP,Portland,115000.0
