,job_title,company,location,salary
7101,"Manager, Data Engineering",,Chicago,
7102,Business Intelligence and Analytics Consultant,Aon,Chicago,
7103,Lead Data Analyst,Discover Financial Services,Chicago,
7104,Computational Scientist Team Lead,The University of Chicago,Chicago,
7105,Software Engineer in Test,The University of Chicago,Chicago,
7106,"Associate Director, Risk & Quality Analytics",Evolent Health,Chicago,
7107,Senior Software Engineer- Full Stack,Affirm,Chicago,
7108,Sr Analyst Epic - RUMG Call Center,Rush University Medical Center,Chicago,
7109,"Sales Manager, Financial Services - Chicago",Samsung Electronics,Chicago,
7110,"Director, Data Strategy & Engineering",Coyote Logistics,Chicago,
7111,Software Engineer (Microsoft),Nielsen,Chicago,
7112,Post-Doctoral Fellow,The University of Chicago,Chicago,
7113,"Oncology Account Manager - Chicago, IL",IQVIA,Chicago,
7114,Postdoctoral Appointee – Thermodynamics and Uncertainty Quan...,Argonne National Laboratory,Chicago,
7115,ConvergeHEALTH Analytics Senior Developer,Deloitte,Chicago,
7116,Test Leader,Nielsen,Chicago,
7117,Principal Cybersecurity Data Analyst,Discover Financial Services,Chicago,
7118,Sr Data Engineer,CDW,Chicago,
7119,2020 Senior Analyst - Risk Consulting - Chicago,"Marsh & McLennan Companies, Inc.",Chicago,
7120,Enterprise Architect Engineer,Chicago Public Schools,Chicago,
7121,Informatica System Administrator,Allstate,Chicago,
7122,Business Analysis Lead,BP,Chicago,
7123,"Cloud Systems Engineer - ENTERPRISE DATA ANALYTICS, Full-tim...",Shirley Ryan Ability Lab,Chicago,
7124,"Manager, Software Engineering - DevOps",Relativity,Chicago,
7125,Manager Risk Analytics – Macroeconomic Modeling and Stress T...,Charles Schwab Inc.,Chicago,
7126,Senior Health Researcher,Mathematica Policy Research,Chicago,
7127,"Artificial Intelligence Scientist - Downers Grove IL, Slater...",Syngenta,Chicago,
7128,Research Analyst,The University of Chicago,Chicago,
7129,Senior System Analyst,Cognizant Technology Solutions,Chicago,
7130,Accenture Strategy Enterprise Data and Analytics Manager,Accenture,Chicago,
7131,Graduate Research Assistant,NORC at the University of Chicago,Chicago,
7132,Sr. Manager Business Insights,Astellas Pharmaceuticals,Chicago,
7133,Enterprise Risk Reporting Analyst,Byline Bank,Chicago,
7134,Director - Pricing & Revenue Management Innovation,United Airlines Inc.,Chicago,
7135,CIB Global Channel Services - Vice President -Sr. Data Analy...,JP Morgan Chase,Chicago,
7136,Senior Medicaid Researcher,Mathematica Policy Research,Chicago,
7137,Software Development Engineer - Salesforce,"Groupon, Inc.",Chicago,
7138,Sr. Manager Business Insights,Astellas Pharmaceuticals,Chicago,
7139,Senior Software Engineer,Nielsen,Chicago,
7140,Commercial Bank - Associate - Product Manager - Navigator -...,JP Morgan Chase,Chicago,
7141,"Artificial Intelligence Scientist - Downers Grove IL, Slater...",Syngenta,Chicago,
7142,"Director of Architecture, Professional Services",Adobe,Chicago,
7143,Site Reliability Engineer,Nielsen,Chicago,
7144,Senior Analyst Clinical - Marketing,Rush University Medical Center,Chicago,
7145,Commercial Bank - Treasury Quantitative Analysis - VP,JP Morgan Chase,Chicago,
7146,Senior eCommerce Engineer,,Chicago,
7147,Accenture Strategy Enterprise Data and Analytics Manager,Accenture,Chicago,
7148,Machine Learning Engineer,Nielsen,Chicago,
7149,Sr. Product Manager,Kar Global,Chicago,
7150,Program Manager,Nielsen,Chicago,
7151,Senior Analyst,Discover Financial Services,Chicago,
7152,"Vice President, Revenue Analytics and Reporting Manager",MSCI Inc.,Chicago,
7153,Senior Sales Engineer,,Chicago,
7154,Sr Product Manager,Trunk Club,Chicago,
7155,Director Enterprise Architecture Strategy,Discover Financial Services,Chicago,
7156,Postdoctoral Appointee - Software Engineer or Computer Scien...,Argonne National Laboratory,Chicago,
7157,Postdoctoral Appointee - Algorithm Optimization at the Exasc...,Argonne National Laboratory,Chicago,
7158,Lead Modeler,Discover Financial Services,Chicago,
7159,"Manager, Big Data Software Engineer",KPMG,Chicago,
7160,Agile Coach Insights and Analytics,US Foods,Chicago,
7161,ConvergeHEALTH Application Developer,Deloitte,Chicago,
7162,Senior Manager Enterprise Data Scientist,Astellas Pharmaceuticals,Chicago,
7163,Simulating Particle Physics Detectors with Machine Learning...,Argonne National Laboratory,Chicago,
7164,"Senior Manager, Commercial Analytics",Kellogg Company,Chicago,
7165,System Director of Business Intelligence,Sinai Health System,Chicago,
7166,Product Manager,Coyote Logistics,Chicago,
7167,"Senior Associate, Data Scientist, Natural Language Processin...",KPMG,Chicago,
7168,"Data Engineer - Senior Consultant (Spark) - Chicago, IL",Clarity Insights,Chicago,
7169,Manager Complaint Management & Reporting,Discover Financial Services,Chicago,
7170,"Computer Vision Scientist Downers Grove IL, Slater IA, or Du...",Syngenta,Chicago,
7171,"Analytics Senior Analyst (Chicago, IL, Mount Olive, NJ or Sl...",Mars,Chicago,
7172,Application Security Engineer,Vivid Seats,Chicago,
7173,"Director, Commercial Analytics Product & Marketing Strategy",Cardinal Health,Chicago,
7174,High Performance Computing Engineer,CNH Industrial,Chicago,
7175,Senior Advanced Analytics Analyst-IHM,Discover Financial Services,Chicago,
7176,Senior Big Data Engineer - Procurement Team,Mars,Chicago,
7177,Senior Python Engineer - Fullstack,Nielsen,Chicago,
7178,Global Partner Solutions Architect - AIML,"Amazon Web Services, Inc.",Chicago,
7179,Supply Chain Analyst,McCain Foods USA Inc.,Chicago,
7180,Supply Chain Network Operations – Analytics Manager,Deloitte,Chicago,
7181,Strategic Workforce Planning Consultant,Allstate,Chicago,
7182,IT Auditor,Discover Financial Services,Chicago,
7183,Open Rank Faculty - Health Policy and Administration,University of Illinois at Chicago,Chicago,
7184,Postdoctoral Appointee - Electron Ion Collider,Argonne National Laboratory,Chicago,
7185,Senior Auditor,Discover Financial Services,Chicago,
7186,"Director of Operations, Modeling Analytics (Marketing Effect...",Nielsen,Chicago,
7187,Senior Auditor,Discover Financial Services,Chicago,
7188,Sr. Director - Machine Learning,J.D. Power,Chicago,
7189,Supply Chain Network Operations – Analytics Manager,Deloitte,Chicago,
7190,System Director of Business Intelligence,Sinai Health System,Chicago,
7191,Senior Big Data Engineer - Procurement Team,Mars,Chicago,
7192,Strategic Workforce Planning Consultant,Allstate,Chicago,
7193,Postdoctoral Appointee - Computational Biology/Systems Biolo...,Argonne National Laboratory,Chicago,
7194,Senior Developer - Machine Learning Applications,United Airlines Inc.,Chicago,
7195,"Sr. Software Engineer, Hadoop",Conversant Media,Chicago,
7196,"Manager, Data & Analytics Modeler, Machine Learning",KPMG,Chicago,
7197,Research Associate (Postdoctoral Fellow),Loyola University Chicago,Chicago,
7198,Experienced Quantitative Portfolio Manager or Strategist 1H2...,,Chicago,
7199,Postdoctoral Appointee – Visual Analytics,Argonne National Laboratory,Chicago,
7200,Senior DS Business & Operations Manager,Astellas Pharmaceuticals,Chicago,
7201,Senior Manager/ Engagement Leader - Data Strategy & Advisory...,Capgemini,Chicago,
7202,Sr. Analyst - Digital Analytics,Essendant Co.,Chicago,
7203,"Sr. Software Engineer, Hadoop",Epsilon,Chicago,
7204,Senior Director Statistical Methodology,Astellas Pharmaceuticals,Chicago,
7205,Digital Insights - Senior Consultant,Valorem,Chicago,
7206,"Senior Associate, Data & Analytics Modeler, Natural Language...",KPMG,Chicago,
7207,"Analytics Architect, Sr. Manager",Trianz,Chicago,
7208,"Sr Consultant, Real Time Marketing Analytics",US Cellular,Chicago,
7209,HR Senior Analytics Developer,Rush University Medical Center,Chicago,
7210,Supply Chain Network Operations – Analytics Senior Consultan...,Deloitte,Chicago,
7211,Big Data Engineer - Senior Consultant,Clarity Insights,Chicago,
7212,Sr. Cybersecurity Consultant (Incident Response),West Monroe Partners,Chicago,
7213,"Senior Director of Product, Artificial Intelligence","SMS Assist, LLC",Chicago,
7214,Lead Program Analyst- Health Policy,Mathematica Policy Research,Chicago,
7215,"Senior Associate, Software Engineer & Developer",KPMG,Chicago,
7216,Reliability Engineer College Co-op,CNH Industrial,Chicago,
7217,Data Analytics Lead (Manager) - Marketing Effectiveness,Nielsen,Chicago,
7218,Research Director (Machine Learning),The University of Chicago,Chicago,
7219,"Sr. Manager, Security Engineering",Fanatics Inc.,Chicago,
7220,RD1/RD2 Assistant Computational Scientist - TERM,Argonne National Laboratory,Chicago,
7221,"Data Strategy Lead - Cloud, AWS, Azure, GCP, Big Data",Accenture,Chicago,
7222,"Site Reliability Engineer (SRE)- Chicago, IL",Nielsen,Chicago,
7223,Cloud Transformation Architect - Mid-West Region,Avanade,Chicago,
7224,Accenture Strategy Digital Finance Manager,Accenture,Chicago,
7225,Manager Modeling,Discover Financial Services,Chicago,
7226,Senior Analyst Clinical- Dept of Psychiatry: Road Home Progr...,Rush University Medical Center,Chicago,
7227,Digital Analytics Manager,Essendant Co.,Chicago,
7228,Senior Statistical/Financial Modeler,Discover Financial Services,Chicago,
7229,"Data Strategy Architect - AWS, Azure, Google Cloud, Consulti...",Accenture,Chicago,
7230,Project Manager (Scrum Master),Nielsen,Chicago,
7231,"Sr. Associate, AI Engineer",KPMG,Chicago,
7232,Digital Analytics Manager,Essendant,Chicago,
7233,Principal Software Engineer,Carlson Wagonlit Travel,Chicago,
7234,"Analyst, Senior - PBM Finance Data and Technology",CVS Health,Chicago,
7235,Lead Software Development Engineer in Test (Lead SDET),The University of Chicago,Chicago,
7236,Principal DevOps Engineer,Discover Financial Services,Chicago,
7237,Actuarial Data Analyst,Enstar US Inc.,Chicago,
7238,Lead Data Scientist,CitiusTech,Chicago,
7239,Data Engineer,,Chicago,
7240,Data Networking Engineer,,Chicago,
7241,Business Analyst (Fraud),OneSpan,Chicago,
7242,Data Engineer,SADA,Chicago,
7243,Senior Data Engineer (Chicago/Dallas),,Chicago,
7244,Back-End Data Engineer,RAPP,Chicago,
7245,"Senior Applied Data Scientist, Government",Civis Analytics,Chicago,
7246,"Sr. Data Engineer, Analytics & Insights",,Chicago,
7247,Data Center Engineer,Mindsight,Chicago,
7248,Manager - Advanced Analytics/Data Science Consulting (439),,Chicago,
7249,Senior Data Scientist,,Chicago,
7250,"Sr. Data Analyst, Operations Research",LendingTree,Chicago,
7251,Customer Engagement/ Insights Analyst,,Chicago,
7252,Senior Data Scientist,SpotHero,Chicago,
7253,Data Engineer,,Chicago,
7254,Product Development Scientist - Tempus Insights,Tempus,Chicago,
7255,Sr. Enterprise Account Exec- Data Science / ML - Chicago,h2o.ai,Chicago,
7256,Data & Machine Learning Scientist,Tempus,Chicago,
7257,Director/ Associate Director Data Science Consulting,,Chicago,
7258,Lead Data Scientist,,Chicago,
7259,Senior Data Scientist,Saggezza,Chicago,
7260,Senior ETL Test Analyst,DMD Marketing,Chicago,
7261,GIS Analyst,,Chicago,
7262,Senior Data Analytical Engineer,Saggezza,Chicago,
7263,Senior Data Engineer,ThoughtWorks,Chicago,
7264,Acquisitions Analyst,Symphony Post Acute Network,Chicago,
7265,Senior Data Engineer,,Chicago,
7266,Customer Data Scientist/Sales Engineer (Chicago),h2o.ai,Chicago,
7267,Data Platform Engineer,Tempus,Chicago,
7268,Senior Data Engineer,SADA,Chicago,
7269,"Senior Data Engineer (Python, Spark, AWS)",,Chicago,
7270,Senior Data Scientist,5thColumn,Chicago,
7271,Software Engineer Lead - Big Data,,Chicago,
7272,Sr.Data Analyst,,Chicago,
7273,Senior Business Intelligence Analyst (3-5 month contract),"Wheels, Inc.",Chicago,
7274,Sr. Consultant - Data Engineer,,Chicago,
7275,Analyst-BI Product Consultant,VISTRADA,Chicago,
7276,Senior National Retail Analyst,Breakthru Beverage Group,Chicago,
7277,Lead Data Engineer,ThoughtWorks,Chicago,
7278,Senior Data & Machine Learning Scientist,Tempus,Chicago,
7279,Senior Data Scientist – Corporate Training,,Chicago,
7280,Principal / Staff / Senior Software Engineer - Data Speciali...,MediaMath,Chicago,
7281,Regional Head of Business Development - AI & Machine Learnin...,,Chicago,
7282,Senior Data Integration Engineer,,Chicago,
7283,Senior Machine Learning Engineer,,Chicago,
7284,Senior Data Scientist,,Chicago,
7285,Senior Managing Consultant - Data Scientist,,Chicago,
7286,Sr.Data Engineer,,Chicago,
7287,Data Scientist - Sensia,Rockwell Automation,Houston,
7288,UT Austin Data Scientist Engineering Specialist,Applus RTD,Houston,
7289,UT Austin Data Scientist Engineering Specialist,Applus,Houston,
7290,Data Scientist,Applus RTD,Houston,
7291,Data scientist with P.H.D 10+,,Houston,
7292,"Associate Data Scientist, Supply Chain",Sysco,Houston,
7293,"Data Scientist, Energy Platform",Shell,Houston,
7294,DATA SCIENCE INTERN,BBVA,Houston,
7295,Data Scientist,Crown Castle,Houston,
7296,Data Scientist,CGG,Houston,
7297,Data Scientist,The Home Depot,Houston,
7298,Data Scientist,Applus,Houston,
7299,Data Scientist,Shell,Houston,
7300,Data Scientist,Triple-S Steel,Houston,
7301,Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.",Houston,
7302,Data Scientist Researcher,Shell,Houston,
7303,Statistician,alliantgroup,Houston,
7304,Data Scientist - Business Intelligence,alliantgroup,Houston,
7305,Intermediate Statistician,Rice University,Houston,
7306,Director Data Science,Harris Health System,Houston,
7307,Ultimate Hoops Statistician,Life Time,Houston,
7308,Competitive Intelligence/Data Scientist,LivaNova,Houston,
7309,Junior Data Scientist GPS,Lyondell Chemical Company,Houston,
7310,Sr Data Scientist,Sysco,Houston,
7311,INTERNATIONAL PROGRAMME FOR JUNIORS (VIE) - MACHINE LEARNING...,Total,Houston,
7312,Consultant Statistics and Data Science,Shell,Houston,
7313,Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.",Houston,
7314,Senior Data Scientist,IHS Markit,Houston,
7315,Senior Data Scientist,Deloitte,Houston,
7316,Data Scientist,"MEI Technologies, Inc.",Houston,
7317,Solution Delivery Analyst(Data Science) - Healthcare Systems...,McKinsey & Company,Houston,
7318,Senior Data Scientist,Verizon,Houston,
7319,"Director, Data & Analytics",Crown Castle,Houston,
7320,Sr Staff Data Scientist,Baker Hughes,Houston,
7321,Principal Data Scientist,PinnacleART,Houston,
7322,Mathematical Optimization Research Scientist - Intern,ExxonMobil,Houston,
7323,Senior Data Scientist,Forum Energy Technologies,Houston,
7324,Artificial Intelligence - Data Science - Houston,Capgemini,Houston,
7325,Data Analytics and Business Intelligence Senior Associate,BDO,Houston,
7326,Accenture Strategy - Enterprise Data & Analytics Consultant,Accenture,Houston,
7327,Principal Innovation - Data Science and Software Development,BHP,Houston,
7328,Data Scientist (Relocation to Saudi Arabia),Saudi Aramco,Houston,
7329,Lead Data Scientist,American National Family of Companies,Houston,
7330,"Structuring Data Science, Senior Analyst (2211)",ENGIE North America Inc.,Houston,
7331,Software Engineer - Data Integration,,Houston,
7332,"Lead, People Analytics-Data Science",Deloitte,Houston,
7333,MACHINE LEARNING ENGINEER,NRG Energy,Houston,
7334,Sr. Financial Data Analyst,Ceva Logistics,Houston,
7335,Machine Learning Engineer,TC Energy,Houston,
7336,Research Scientist - Data Science (Earth & Atmospheric Scien...,University of Houston,Houston,
7337,DATA SCIENTIST,,Houston,
7338,Performance Data Scientist,CSAT Solutions,Houston,
7339,Data Scientist Intern,,Houston,
7340,Data Scientist (Houston),,Houston,
7341,Data Scientist,,Houston,
7342,Data Scientist,,Houston,
7343,"Data Scientist, Rice University",Trilogy Ed,Houston,
7344,Product and Data Analyst,,Houston,
7345,Data Science Intern - 2020 Summer Internship Program - CR,Verisk,Houston,
7346,R&D Engineer,,Houston,
7347,Data Scientist,Columbus Global,Houston,
7348,Senior Data Scientist,Sense Corp,Houston,
7349,Principal Data Scientist – Analytics Lab,Wood Mackenzie,Houston,
7350,DBA / Business Intelligence Analyst,Orion Marine Group,Houston,
7351,Senior Data Scientist - Natural Language Processing,Ayata,Houston,
7352,Senior Data Scientist,Ayata,Houston,
7353,Quality Data Engineer,Hewlett Packard Enterprise,Houston,
7354,Data Engineer,Enbridge,Houston,
7355,Data Engineer,Shell,Houston,
7356,Data Engineer,Phillips 66,Houston,
7357,"Data Engineer, Energy Platform",Shell,Houston,
7358,Google Data Engineer,Accenture,Houston,
7359,Data Engineer,Love's Travel Stops & Country Stores,Houston,
7360,Big Data Engineer,,Houston,
7361,Data Engineer,National Oilwell Varco,Houston,
7362,BI Data Engineer (2698),ENGIE North America Inc.,Houston,
7363,Data Engineer,,Houston,
7364,Senior Associate Data Engineer,Publicis Sapient,Houston,
7365,Data Engineer - Business Intelligence,alliantgroup,Houston,
7366,Senior Data Engineer,Publicis Sapient,Houston,
7367,"Data Engineer, Sr",Archrock,Houston,
7368,Lead Data Engineer,EPAM Systems,Houston,
7369,Spark Big Data Engineer Southwest,Accenture,Houston,
7370,Senior Associate Data Engineering,Publicis Sapient,Houston,
7371,Lead Big Data Engineer / Architect - Exec Director - Houston,JP Morgan Chase,Houston,
7372,Production Data Analytics Lead,BP,Houston,
7373,AWS Snowflake Consultant,Accenture,Houston,
7374,"Specialist, Lead Data Engineering",Enterprise Products,Houston,
7375,"Specialist, Senior Data Engineering",Enterprise Products,Houston,
7376,Production Data Team Lead,BP,Houston,
7377,Hadoop-Consultant,Wipro LTD,Houston,
7378,Senior Manager - Data Engineer,Publicis Sapient,Houston,
7379,Sr. Associate - Technical Consultant,Publicis Sapient,Houston,
7380,Google Technical Architect,Accenture,Houston,
7381,AWS Snowflake Manager,Accenture,Houston,
7382,"Azure Technical Architect - Azure Databricks, Data Factory,...",Accenture,Houston,
7383,Senior Solution Architect (Cloud and Big Data),Publicis Sapient,Houston,
7384,Data Engineer (AWS)10+ Years,PRIMESOFT INC,Houston,
7385,Azure Data Engineer (Houston),Darby Consulting,Houston,
7386,Data Engineer Apprentice | Associates Degree,Digital Creative Institute,Houston,"$30,000 - $40,000 a year"
7387,Data Engineer,,Houston,
7388,Data Engineer,Shaw Systems,Houston,
7389,Data Engineer (Houston),,Houston,
7390,Data Engineer Lead,,Houston,
7391,Data Engineer,,Houston,
7392,Experienced Data Engineer,Dominion Enterprises,Houston,
7393,Experienced Machine Learning Engineer,Dominion Enterprises,Houston,
7394,Delivery Director,,Houston,
7395,Data Analyst,Mechdyne Corporation,Houston,
7396,Data Analyst,ROSEN Group,Houston,
7397,Operations Data Analyst,HealthHelp,Houston,
7398,Data Analyst,Quest Integrity Group,Houston,
7399,Data Analyst,,Houston,
7400,Data Analyst,Rice University,Houston,
7401,eDiscovery Data Analyst,,Houston,
7402,Data Analyst,,Houston,
7403,GGRE Data Analyst/Technical Data Manager,,Houston,
7404,Data Analyst II,Virtus Partners,Houston,
7405,"Data Analyst (LiDar, Ortho/Imagery)",GeoDigital,Houston,
7406,Financial Data Analyst,Memorial Hermann Health System,Houston,
7407,Data Analyst 1,Applus RTD,Houston,
7408,Forensic Analyst / Fraud Data Analyst,ExxonMobil,Houston,
7409,DATA ANALYST - HR,ABM Industries,Houston,
7410,Data Analyst,Sprint by Connectivity Source,Houston,
7411,Data Analyst (Human Resources),BDO,Houston,
7412,"Data Analyst, Clinical Quality, TMC Campus",Memorial Hermann Health System,Houston,
7413,Business Systems Analyst,,Houston,
7414,IT Data Analyst,Fieldwood Energy LLC,Houston,
7415,Product Management Data Analyst,HP,Houston,
7416,Data Analyst,"Two Sigma Investments, LLC.",Houston,
7417,Upstream Data Analyst,"Stress Engineering Services, Inc.",Houston,
7418,Survey/Data Analyst,Expro,Houston,
7419,Intermediate Statistician,Rice University,Houston,
7420,Data Analyst 1,Applus,Houston,
7421,Environmental Data Analyst,Weston Solutions,Houston,
7422,Category Analyst,Buc-ee's Ltd,Houston,
7423,Sales Support Analyst,AVANGRID,Houston,
7424,Global Mobility Analyst,Ensco International,Houston,
7425,Hospital Based Physicians-Data Analyst,Memorial Hermann Health System,Houston,
7426,Data Analyst II,"Spark Energy, L.P.",Houston,
7427,Data Physicist,,Houston,
7428,Implementations Data Analyst,Jonas Software,Houston,
7429,Principal Data Analyst,Houston-Galveston Area Council,Houston,
7430,Business Analyst - Store Operations,Buc-ee's Ltd,Houston,
7431,Technical Data Analyst,JP Morgan Chase,Houston,
7432,Senior Business Analyst (SBA),,Houston,
7433,Management Analyst IV,"City of Houston, TX",Houston,
7434,SAP Data Analyst,,Houston,
7435,Data Analyst Manager,"Two Sigma Investments, LLC.",Houston,
7436,Sr. Financial Data Analyst,Ceva Logistics,Houston,
7437,Bioinformatics Programmer II,Baylor College of Medicine,Houston,
7438,HCC Data Analyst,Kelsey-Seybold,Houston,
7439,Lead Nursing Quality Data Analyst,Harris Health System,Houston,
7440,Director - Enterprise Data Management and Engineering,Ecolab,Houston,
7441,"Data Analyst, Title V Grant",Lee College,Houston,"$43,015 - $47,317 a year"
7442,Substance Abuse Prevention Physician,Harris County,Houston,
7443,Data Analyst Informatica Governance Big Data Quality,XTIVIA,Houston,
7444,Lead Crude Oil Pipeline Scheduler,Energy Transfer Family of Partnerships,Houston,
7445,Lead Crude Oil Pipeline Scheduler,Energy Transfer Family of Partnerships,Houston,
7446,CBO Data Analyst,Kelsey-Seybold,Houston,
7447,Division Director of Clinical Quality Data,HCA Healthcare,Houston,
7448,Program Integrity – Healthcare Investigations- Senior Consul...,Deloitte,Houston,
7449,Data Analyst/Verification Specialist - Full Time Position,,Houston,$12 - $14 an hour
7450,"Drilling Data Analyst, 24/7 Operations",,Houston,
7451,Completions Jr. Data Analyst,,Houston,
7452,Entry Level Data Analyst for Lawyer Legion (Houston),,Houston,$14 - $16 an hour
7453,Material Data Analyst,CSAT Solutions,Houston,
7454,Jr. Data Analyst,,Houston,
7455,Aircraft Data Analyst,ForeFlight,Houston,
7456,Entry-Level Data Analysts,Trilogy Ed,Houston,
7457,Financial Data Analyst,NeuroLeadership Institute,Houston,
7458,Product and Data Analyst,,Houston,
7459,Senior Data Analyst,,Houston,
7460,Seismic Data Analyst,,Houston,
7461,Data Analyst (SQL Analyst),Dooley Tackaberry,Houston,
7462,Financial Database Analyst,,Houston,"$70,000 a year"
7463,Data Analyst,,Houston,
7464,Performance Data Scientist,CSAT Solutions,Houston,
7465,Data Analyst Manager,,Houston,
7466,Data Engineer Apprentice | Associates Degree,Digital Creative Institute,Houston,"$30,000 - $40,000 a year"
7467,Node JS developer,Quinnox Inc,Houston,$60 - $65 an hour
7468,Business Intelligence Analyst,,Houston,
7469,Business Intelligence Analyst,,Houston,
7470,"Data Analytics Teaching Assistant, Rice University",Trilogy Ed,Houston,
7471,Survey Programmer,Decision Information Resources (DIR),Houston,
7472,Data Analytics Instructor - Rice University,Trilogy Ed,Houston,
7473,Data scientist with P.H.D 10+,,Houston,
7474,"Associate Data Scientist, Supply Chain",Sysco,Houston,
7475,Data Scientist - Business Intelligence,alliantgroup,Houston,
7476,Science Consultant,alliantgroup,Houston,
7477,Competitive Intelligence/Data Scientist,LivaNova,Houston,
7478,Medical Lab Scientist - Night Shift,Houston Methodist,Houston,
7479,Engineering Intern,,Houston,
7480,Senior Spatial Research Analyst,Rice University,Houston,
7481,Program Administrator,Rice University,Houston,
7482,Research Scientist in Regenerative Medicine Research,Texas Heart Institute,Houston,
7483,Economics Consultant,alliantgroup,Houston,
7484,Teaching Assistant,,Houston,
7485,Medical Laboratory Scientist - Full Time - Evenings,Houston Methodist,Houston,
7486,Market Research Analyst,Industrial Info Resources,Houston,
7487,Medical Lab Scientist - Evenings,Houston Methodist,Houston,
7488,Medical Laboratory Scientist - Core Laboratory,Houston Methodist,Houston,
7489,Medical Laboratory Scientist,Houston Methodist,Houston,
7490,Medical Lab Scientist - Nights,Houston Methodist,Houston,
7491,Algorithm Development Engineer - Python/C++,Honeywell,Houston,
7492,Medical Laboratory Scientist - Full Time - Days,Houston Methodist,Houston,
7493,Medical Laboratory Scientist - NIGHTS,Houston Methodist,Houston,
7494,"Coordinator, Business Operations",Baylor College of Medicine,Houston,
7495,Medical Laboratory Scientist - PRN,Houston Methodist,Houston,
7496,Environmental Specialist – Wetland Scientist,SWCA Environmental Consultants,Houston,
7497,Sr Research Analyst II,IHS Markit,Houston,
7498,Chief Medical Laboratory Scientist - Nights,Houston Methodist,Houston,
7499,Teaching Assistant,Adecco Internal,Houston,
7500,Medical Lab Scientist Specialist - Core Laboratory,Houston Methodist,Houston,
7501,Associate Professor,Baylor College of Medicine,Houston,
7502,Chief Medical Lab Scientist (Evenings),Houston Methodist,Houston,
7503,Medical Laboratory Scientist - PRN - Nights,Houston Methodist,Houston,
7504,Research Associate I in Molecular Cardiology,Texas Heart Institute,Houston,
7505,Chemical Engineer,Exponent,Houston,
7506,Lecturer - Computer Information Systems,University of Houston,Houston,
7507,"Environmental, Health and Safety, Senior Consultant",Deloitte,Houston,
7508,Assistant or Associate Professor - Human Resource Developmen...,University of Houston,Houston,
7509,Postdoctoral Research Associate,Texas A&M University,Houston,
7510,Chair and Professor - Engineering Technology,University of Houston,Houston,
7511,DATA SCIENTIST,,Houston,
7512,Data Scientist Intern,,Houston,
7513,Data Science Intern - 2020 Summer Internship Program - CR,Verisk,Houston,
7514,R&D Lead Catalysis Scientist (Coal Tar),,Houston,
7515,Teaching Assistant,General Assembly,Houston,
7516,Quantitative Analyst - Power Trading Group,,Houston,
7517,Quantitative Analyst - Power Trading Group,Biourja Group,Houston,
7518,Postdoctoral Associate,Baylor College of Medicine,Houston,
7519,Data scientist with P.H.D 10+,,Houston,
7520,"Associate Data Scientist, Supply Chain",Sysco,Houston,
7521,Data Scientist - Business Intelligence,alliantgroup,Houston,
7522,Science Consultant,alliantgroup,Houston,
7523,Competitive Intelligence/Data Scientist,LivaNova,Houston,
7524,Medical Lab Scientist - Night Shift,Houston Methodist,Houston,
7525,Senior Spatial Research Analyst,Rice University,Houston,
7526,Engineering Intern,,Houston,
7527,Program Administrator,Rice University,Houston,
7528,Medical Lab Scientist - Evenings,Houston Methodist,Houston,
7529,Research Scientist in Regenerative Medicine Research,Texas Heart Institute,Houston,
7530,Teaching Assistant,,Houston,
7531,Medical Laboratory Scientist - Full Time - Evenings,Houston Methodist,Houston,
7532,Market Research Analyst,Industrial Info Resources,Houston,
7533,Economics Consultant,alliantgroup,Houston,
7534,Medical Laboratory Scientist - Core Laboratory,Houston Methodist,Houston,
7535,Medical Lab Scientist - Nights,Houston Methodist,Houston,
7536,Medical Laboratory Scientist,Houston Methodist,Houston,
7537,Algorithm Development Engineer - Python/C++,Honeywell,Houston,
7538,Medical Laboratory Scientist - Full Time - Days,Houston Methodist,Houston,
7539,Medical Laboratory Scientist - NIGHTS,Houston Methodist,Houston,
7540,"Coordinator, Business Operations",Baylor College of Medicine,Houston,
7541,Medical Laboratory Scientist - PRN,Houston Methodist,Houston,
7542,Teaching Assistant,Adecco Internal,Houston,
7543,Chief Medical Laboratory Scientist - Nights,Houston Methodist,Houston,
7544,Sr Research Analyst II,IHS Markit,Houston,
7545,Medical Lab Scientist Specialist - Core Laboratory,Houston Methodist,Houston,
7546,Environmental Specialist – Wetland Scientist,SWCA Environmental Consultants,Houston,
7547,Associate Professor,Baylor College of Medicine,Houston,
7548,Chief Medical Lab Scientist (Evenings),Houston Methodist,Houston,
7549,Medical Laboratory Scientist - PRN - Nights,Houston Methodist,Houston,
7550,Chemical Engineer,Exponent,Houston,
7551,Research Associate I in Molecular Cardiology,Texas Heart Institute,Houston,
7552,Lecturer - Computer Information Systems,University of Houston,Houston,
7553,"Environmental, Health and Safety, Senior Consultant",Deloitte,Houston,
7554,Assistant or Associate Professor - Human Resource Developmen...,University of Houston,Houston,
7555,Postdoctoral Research Associate,Texas A&M University,Houston,
7556,Chair and Professor - Engineering Technology,University of Houston,Houston,
7557,DATA SCIENTIST,,Houston,
7558,Data Scientist Intern,,Houston,
7559,Data Science Intern - 2020 Summer Internship Program - CR,Verisk,Houston,
7560,R&D Lead Catalysis Scientist (Coal Tar),,Houston,
7561,Teaching Assistant,General Assembly,Houston,
